topic,the concept of the topic,candidate,candidate masked,label,wikipedia article name,wikipedia url
We should increase wealth redistribution,wealth redistribution,"While he continued Long's program of road-building, free textbooks, and expansion of hospital and educational facilities, Leche and his administration were far less committed to wealth redistribution and social programs than Long had been.","While he continued Long's program of road-building, free textbooks, and expansion of hospital and educational facilities, Leche and his administration were far less committed to TOPIC_CONCEPT and social programs than Long had been.",0,Richard W. Leche,https://en.wikipedia.org/wiki/Richard_W._Leche
We should increase wealth redistribution,wealth redistribution,"One of the primary ways that the Chávez administration is attempting to fix the problem of economic inequality is by wealth redistribution, primarily via land reform, and social programs [REF].","One of the primary ways that the Chávez administration is attempting to fix the problem of economic inequality is by TOPIC_CONCEPT, primarily via land reform, and social programs [REF].",0,Economic policy of the Hugo Chávez government,https://en.wikipedia.org/wiki/Economic_policy_of_the_Hugo_Chávez_government
We should increase wealth redistribution,wealth redistribution,Congress believed that the projected huge redistribution of income from energy consumers to energy producers would not be fair [REF].,Congress believed that the projected huge TOPIC_CONCEPT from energy consumers to energy producers would not be fair [REF].,1,Windfall profits tax,https://en.wikipedia.org/wiki/Windfall_profits_tax
We should increase wealth redistribution,wealth redistribution,Echeverría viewed Méndez Arceo as the foremost proponent of liberation theology and favored his emphasis of redistribution of wealth to the poor.,Echeverría viewed Méndez Arceo as the foremost proponent of liberation theology and favored his emphasis of TOPIC_CONCEPT to the poor.,0,Sergio Méndez Arceo,https://en.wikipedia.org/wiki/Sergio_Méndez_Arceo
We should increase wealth redistribution,wealth redistribution,"After the Senate rejected one of his wealth redistribution bills, Long told them, ""[A] mob is coming to hang the other ninety-five of you damn scoundrels and I'm undecided whether to stick here with you or go out and lead them.""[REF] .","After the Senate rejected one of his TOPIC_CONCEPT bills, Long told them, ""[A] mob is coming to hang the other ninety-five of you damn scoundrels and I'm undecided whether to stick here with you or go out and lead them.""[REF] .",0,Huey Long,https://en.wikipedia.org/wiki/Huey_Long
We should increase wealth redistribution,wealth redistribution,"Moran has said he supports the redistribution of wealth, saying in November 2008 that ""We have been guided by a Republican administration who believes in this simplistic notion that people who have wealth are entitled to keep it and they have an antipathy towards the means of redistributing wealth.""[REF]","Moran has said he supports TOPIC_CONCEPT, saying in November 2008 that ""We have been guided by a Republican administration who believes in this simplistic notion that people who have wealth are entitled to keep it and they have an antipathy towards the means of redistributing wealth.""[REF]",1,Jim Moran,https://en.wikipedia.org/wiki/Jim_Moran
We should increase wealth redistribution,wealth redistribution,"Following a rapid increase in the price of oil between 1979 and 1980, the government of Prime Minister Pierre Trudeau introduced the National Energy Program (NEP), which intended to increase Canadian ownership in the oil industry, increase Canada's oil self-sufficiency and redistribute the wealth generated by oil production towards the federal government [REF].","Following a rapid increase in the price of oil between 1979 and 1980, the government of Prime Minister Pierre Trudeau introduced the National Energy Program (NEP), which intended to increase Canadian ownership in the oil industry, increase Canada's oil self-sufficiency and TOPIC_CONCEPT generated by oil production towards the federal government [REF].",0,Western alienation,https://en.wikipedia.org/wiki/Western_alienation
We should increase wealth redistribution,wealth redistribution,"Obama's ""spread the wealth around"" quote was later used by the McCain campaign, comparing the Democrat's policies to socialism [REF].","Obama's ""TOPIC_CONCEPT around"" quote was later used by the McCain campaign, comparing the Democrat's policies to socialism [REF].",0,Joe the Plumber,https://en.wikipedia.org/wiki/Joe_the_Plumber
We should increase wealth redistribution,wealth redistribution,"Ironically, perhaps, it was balanced and relatively prosperous Czechoslovakia that carried nationalization and income redistribution further than any other East European country.","Ironically, perhaps, it was balanced and relatively prosperous Czechoslovakia that carried nationalization and TOPIC_CONCEPT further than any other East European country.",0,Society of Communist Czechoslovakia,https://en.wikipedia.org/wiki/Society_of_Communist_Czechoslovakia
We should increase wealth redistribution,wealth redistribution,"Samuel Adams stated: ""The utopian schemes of leveling [redistribution of wealth], and a community of goods, are as visionary and impracticable as those that vest all property in the Crown.","Samuel Adams stated: ""The utopian schemes of leveling [TOPIC_CONCEPT], and a community of goods, are as visionary and impracticable as those that vest all property in the Crown.",0,Redistribution of wealth,https://en.wikipedia.org/wiki/Redistribution_of_wealth
We should increase wealth redistribution,wealth redistribution,"Other investments, such as the ones to industries, infrastructure, tourism and social assistance are helping to spread the wealth, developing historic underdeveloped regions (like Northeastern Brazil) and reducing the reasons to migrate to economic cores like São Paulo and Rio de Janeiro.","Other investments, such as the ones to industries, infrastructure, tourism and social assistance are helping to TOPIC_CONCEPT, developing historic underdeveloped regions (like Northeastern Brazil) and reducing the reasons to migrate to economic cores like São Paulo and Rio de Janeiro.",0,Favela,https://en.wikipedia.org/wiki/Favela
We should increase wealth redistribution,wealth redistribution,"On 15 July 1927, Comintern issued a thesis attacking both Yamakawa and Fukumoto and demanding that the party strive for an immediate two-stage revolution to overthrow the Japanese government, and especially the Emperor system and Diet of Japan, redistribution of wealth and favorable policy with Soviet Russia.","On 15 July 1927, Comintern issued a thesis attacking both Yamakawa and Fukumoto and demanding that the party strive for an immediate two-stage revolution to overthrow the Japanese government, and especially the Emperor system and Diet of Japan, TOPIC_CONCEPT and favorable policy with Soviet Russia.",0,Socialist thought in Imperial Japan,https://en.wikipedia.org/wiki/Socialist_thought_in_Imperial_Japan
We should increase wealth redistribution,wealth redistribution,"By the late 1930s, with industrial development increasing in the country, Nacionalistas promoted a policy of progressive income redistribution to allow more money to be with wage-earners and thus allowing them to invest and widen the economy and increase industrial growth [REF].","By the late 1930s, with industrial development increasing in the country, Nacionalistas promoted a policy of progressive TOPIC_CONCEPT to allow more money to be with wage-earners and thus allowing them to invest and widen the economy and increase industrial growth [REF].",1,Nacionalismo (Argentine political movement),https://en.wikipedia.org/wiki/Nacionalismo_(Argentine_political_movement)
